ID,ProdID,Rating,ReviewCount,Category,Brand,Name,ImageURL,Description,Tags
93.0,1.0079400522358793e+42,4.8,12.0,"seasonal, manual, shelves, seasonal, american, jobs",suave,"(2 Pack) Suave Professionals Color Protection Conditioner, 28 oz",https://i5.walmartimages.com/asr/ffe136d1-3dfb-41b6-b8ad-ec7ec9569f63_1.ef667cfe5b08df9ae2e2bf0f700aa894.jpeg | https://i5.walmartimages.com/asr/b2e2eeee-b4d6-4112-9140-bc9e8a3488c5_1.3448d5a08e9f1eac359a05965228022b.jpeg | https://i5.walmartimages.com/asr/5ff53c03-99c9-4bec-834c-668f78fdb120_1.19f11230691802d8ef6cf217bd380dc4.jpeg | https://i5.walmartimages.com/asr/fd064d85-e8ae-4b03-b2f5-4713fcca0922_1.21abb98cef677af58cc2f43b9a862e0d.jpeg | https://i5.walmartimages.com/asr/b0279901-1372-4365-830d-ee4e7f155d98_1.40594d6bbae05db17ee9e57a3bf8d9fe.jpeg | https://i5.walmartimages.com/asr/716e8e98-1aac-46e0-afeb-75fae9b555b2_1.56c028267bb96ffe0a9f35f57fdc2b16.jpeg | https://i5.walmartimages.com/asr/c9622c86-51a6-4163-8d61-1ec72cd45261_1.76932e22ff668de8658d948fcce72bc8.jpeg,"suave, professionals, color, protection, shampoo, conditioner, gently, cleanse, condition, hair, helping, protect, hair, color, protection, shampoo, conditioner, can, keep, color, vibrant, washes, enjoy, revitalizing, experience, time, wash, condition, hair, notice, strong, hair, color, stays, enriched, color, guard, complex, advanced, conditioner, formula, seals, hairs, cuticle, lock, color, vibrancy, color, protection, shampoo, conditioner, salon, proven, help, protect, hair, matrix, biolage, colorlast, best, results, use, suave, professionals, color, protection, shampoo, conditioner, together, achieve, results, suave, professionals, work, salon, brands, helping, achieve, variety, beautiful, hairstyles, caring, hair, line, developed, help, achieve, naturally, gorgeous, locks, suave, years, suave, offered, professional, quality, products, entire, family, proven, work, salon, brands, suave, mission, make, gold, standard, quality, attainable, everyone, can, look, good, smell, good, feel, good, every, day, biolage, registered, trademarks, loreal, usa, creative, inc, suave, professionals, conditioner, suave, professionals, color, protection, shampoo, conditioner, help, protect, hair, gently, conditions, hair, helps, keep, color, vibrant, washes, salon, proven, help, protect, hair, matrix, biolage, colorlast, biolage, registered, trademarks, loreal, usa, creative, inc, enriched, complex, seal, cuticle, lock, color, vibrancy, hair","seasonal, manual, shelves, seasonal, american, jobs, suave, suave, professionals, color, protection, shampoo, conditioner, gently, cleanse, condition, hair, helping, protect, hair, color, protection, shampoo, conditioner, can, keep, color, vibrant, washes, enjoy, revitalizing, experience, time, wash, condition, hair, notice, strong, hair, color, stays, enriched, color, guard, complex, advanced, conditioner, formula, seals, hairs, cuticle, lock, color, vibrancy, color, protection, shampoo, conditioner, salon, proven, help, protect, hair, matrix, biolage, colorlast, best, results, use, suave, professionals, color, protection, shampoo, conditioner, together, achieve, results, suave, professionals, work, salon, brands, helping, achieve, variety, beautiful, hairstyles, caring, hair, line, developed, help, achieve, naturally, gorgeous, locks, suave, years, suave, offered, professional, quality, products, entire, family, proven, work, salon, brands, suave, mission, make, gold, standard, quality, attainable, everyone, can, look, good, smell, good, feel, good, every, day, biolage, registered, trademarks, loreal, usa, creative, inc, suave, professionals, conditioner, suave, professionals, color, protection, shampoo, conditioner, help, protect, hair, gently, conditions, hair, helps, keep, color, vibrant, washes, salon, proven, help, protect, hair, matrix, biolage, colorlast, biolage, registered, trademarks, loreal, usa, creative, inc, enriched, complex, seal, cuticle, lock, color, vibrancy, hair"
19.0,0.0,4.6,72.0,"health, foot, care",,OKeeffes for Healthy Feet Cream (2.7oz),https://i5.walmartimages.com/asr/f3d94354-2c03-4b08-845c-b74456ddbed7_2.a74ce23c969e251656a451178efb96f2.jpeg | https://i5.walmartimages.com/asr/eecb1f68-681f-4719-bf39-86efec20417d_1.99c45e2ff271e06c25d944ccb5b69c07.jpeg,"give, relief, need, okeeffes, healthy, feet, cream, simple, use, starts, work, immediately, healthy, feet, foot, cream, helps, repair, cracks, come, dryness, use, every, day, help, boost, moisture, levels, create, protective, layer, okeefes, foot, cream, greasy, scent, plus, safe, diabetes, use, okeeffes, healthy, feet, cream, unscented, hypoallergenic, healthy, feet, foot, cream, provides, guaranteed, relief, days, safe, effective, people, diabetes, helps, provide, relief, sore, dry, feet, made, increase, moisture, levels, feet, add, protective, layer, designed, help, eliminate, cracks, healthier, skin","health, foot, care, give, relief, need, okeeffes, healthy, feet, cream, simple, use, starts, work, immediately, healthy, feet, foot, cream, helps, repair, cracks, come, dryness, use, every, day, help, boost, moisture, levels, create, protective, layer, okeefes, foot, cream, greasy, scent, plus, safe, diabetes, use, okeeffes, healthy, feet, cream, unscented, hypoallergenic, healthy, feet, foot, cream, provides, guaranteed, relief, days, safe, effective, people, diabetes, helps, provide, relief, sore, dry, feet, made, increase, moisture, levels, feet, add, protective, layer, designed, help, eliminate, cracks, healthier, skin"
67.0,64.0,0.0,1.0,"premium, beauty, premium, makeup, premium, lips, premium, lip, gloss",colorganics,Colorganics - Hemp Organics Lip Gloss Elation - 0.32 fl. oz.,https://i5.walmartimages.com/asr/e5a62f58-4501-4c33-a7c9-abedd5158b73_1.541969470e5ad39c449412c585103ed9.jpeg | https://i5.walmartimages.com/asr/d075e3bc-5d23-489a-a6b6-e0cf35d948c2_1.9380a7a19f2b8f6548eec94357329c7e.jpeg,,"premium, beauty, premium, makeup, premium, lips, premium, lip, gloss, colorganics"
90.0,488.0,0.0,161.0,"personal, care, bath, body, bar, soap",,"Johnsons Baby Soap Bar Gentle for Baby Bath and Skin Care, 3 oz",https://i5.walmartimages.com/asr/bd969f76-b868-43a6-bf17-8aaad8901af1.e625dc2c627523b1ed715bda33186cb0.jpeg | https://i5.walmartimages.com/asr/eef9ca17-a4cd-42b0-a332-b99291a200f8_1.c248e393592ddd6de4ef3e15e8b6baea.png | https://i5.walmartimages.com/asr/62ba18ec-d3a7-4dbd-aa14-fc3fd306fcb3_1.7592832a245800f5ca0866b66617621a.png | https://i5.walmartimages.com/asr/90cc15f8-439f-43d0-b98d-04bbd6e3fab2_1.f40ecabb04e5b8b5a18c68352b682c6e.jpeg | https://i5.walmartimages.com/asr/4a8bc684-ef0a-4903-80a3-1e398ae6e496_1.37eb980c5efe3472ed678c4fa8b84138.jpeg | https://i5.walmartimages.com/asr/be5792b8-08ae-4e88-8a46-3543b85d6aab.c011b31d18a619ce4e7cc9ad7e3c7dbf.jpeg | https://i5.walmartimages.com/asr/fe166ba7-4ad6-4a20-bd16-bcba20c401cf.811392fbf70ea7eaea9de51786e6d10d.jpeg | https://i5.walmartimages.com/asr/3008113f-9d33-41bd-a022-7a2767fbad9f.30870a767a2ddfd01678c34497fd7966.jpeg | https://i5.walmartimages.com/asr/c96220c6-c618-409b-9026-3a8f7c9eebd2.5bb142790a693ec73b18b5fda59094a6.jpeg | https://i5.walmartimages.com/asr/0757c96e-c3b5-4742-a713-63676f328e6b.31ffa71373e3e306a23fa897d16b5847.jpeg,"use, bath, time, gently, keep, babys, skin, feeling, healthy, smooth, johnsons, baby, bar, enriched, moisturizer, help, protect, babys, skin, dryness, use, lather, soap, massage, gently, entire, body, gently, lather, rinse, snuggle, bar, baby, soap, bar, delicate, fragrance, gentle, babys, bath, skin, care, gentle, baby, soap, contains, parabens, phthalates, dyes, hypoallergenic, dermatologist, tested, baby, skin, care, formulated, babys, delicate, skin, baby, soap, formula, contains, mild, moisturizers, help, protect, babys, skin, dryness, baby, wash, cleanses, moisturizes, babys, delicate, skin, help, keep, babys, skin, feeling, soft, convenient, baby, soap, bar, grippable, making, baby, bath, time, easy, baby, soap, delicate, fragrance, helps, keep, babys, face, body, clean, healthy, gently, massage, baby, soap, bar, babys, skin, lather, soft, washcloth, rinse","personal, care, bath, body, bar, soap, use, bath, time, gently, keep, babys, skin, feeling, healthy, smooth, johnsons, baby, bar, enriched, moisturizer, help, protect, babys, skin, dryness, use, lather, soap, massage, gently, entire, body, gently, lather, rinse, snuggle, bar, baby, soap, bar, delicate, fragrance, gentle, babys, bath, skin, care, gentle, baby, soap, contains, parabens, phthalates, dyes, hypoallergenic, dermatologist, tested, baby, skin, care, formulated, babys, delicate, skin, baby, soap, formula, contains, mild, moisturizers, help, protect, babys, skin, dryness, baby, wash, cleanses, moisturizes, babys, delicate, skin, help, keep, babys, skin, feeling, soft, convenient, baby, soap, bar, grippable, making, baby, bath, time, easy, baby, soap, delicate, fragrance, helps, keep, babys, face, body, clean, healthy, gently, massage, baby, soap, bar, babys, skin, lather, soft, washcloth, rinse"
3.0,998.0,0.0,0.0,"beauty, makeup, nails",revlon,"Revlon Revlon Brilliant Strength Nail Enamel, 0.4 oz",https://i5.walmartimages.com/asr/dd6e2b21-f4d5-46fd-8cfb-d30a9b0fdd08_1.9b11c723dd764febe2ea39101294296f.jpeg | https://i5.walmartimages.com/asr/b8113210-bacd-490b-8a7c-7d5493c497b7_1.ee057cba7328cac589b20f0c84f5d668.jpeg | https://i5.walmartimages.com/asr/129e61ab-3ca1-4e5a-9102-2ebc4d3da5f8_1.0b28bbf00133c76861f154144c4b71ed.jpeg | https://i5.walmartimages.com/asr/cc6e8986-3d69-4803-803d-eadb2f5c2063_1.5dcef346da03a5bd69ee522fc54e7f3b.jpeg | https://i5.walmartimages.com/asr/169b0bd5-aa19-44c3-90b4-114d894fbc9d_1.ad9a87f5391d348faeffc1bab6b3e3d0.jpeg | https://i5.walmartimages.com/asr/96c165a3-b58c-4382-a671-839bbef700d4_1.ae2a6747d4fb19d6208f9d7a85d7a3e2.jpeg | https://i5.walmartimages.com/asr/132645b8-5a00-4f04-8985-6e96058106fd_1.c8dd8eda946c8f11ed1bf1a8e012c5ca.jpeg | https://i5.walmartimages.com/asr/fe4e0398-0487-432b-9548-431ed085afb6_1.ca9ba327b38d6be38cdc58c6ca43fd75.jpeg | https://i5.walmartimages.com/asr/cc265345-bf7a-4f2b-9ae4-cef908b012d7_1.f36098a82b1c6a091aa66c7c9371d33f.jpeg | https://i5.walmartimages.com/asr/de0bcec0-c901-4a80-9330-8af58a773261_1.52b0c08fc8d469c291ca28aac123b279.jpeg | https://i5.walmartimages.com/asr/eeb89a3c-de2a-48d5-b1a4-70d7ec4d5fca_1.0576dd985d079cf8933919ad96b961aa.jpeg | https://i5.walmartimages.com/asr/17301f8d-b593-4e2e-8ed0-db34465224a5_1.174d225f7b1dbb17490d6cb22b9053b4.jpeg | https://i5.walmartimages.com/asr/8f568ca0-b6d2-4a9c-af63-7213520d7290_1.033a3cd335c218f69e13a2f2c4ee92e8.jpeg | https://i5.walmartimages.com/asr/3e1e52f7-5f29-4898-8615-a6c1f78ea499_1.855b5db7f42e44afdc4c0256d128ad4e.jpeg | https://i5.walmartimages.com/asr/d2f225df-deb0-448e-9cb5-e0222abe20e4_1.0cc201c5162b2568a5c1e0826f315d7c.jpeg,"brilliant, strength, nail, enamel, entice, bottle, oz, formaldehyde, toluene, dbp, free, formula, revlon, com, made, usa, us, components, shake, gently, apply, coats, flammable, keep, away, heat, flame, fl, oz, new, york, ny, revlon, cons, prod, corp, nail, enamel, entice, formaldehyde, toluene, dbp, free, formula, revlon, com","beauty, makeup, nails, revlon, brilliant, strength, nail, enamel, entice, bottle, oz, formaldehyde, toluene, dbp, free, formula, revlon, com, made, usa, us, components, shake, gently, apply, coats, flammable, keep, away, heat, flame, fl, oz, new, york, ny, revlon, cons, prod, corp, nail, enamel, entice, formaldehyde, toluene, dbp, free, formula, revlon, com"
82.0,0.0,4.1,324.0,"household, essentials, air, fresheners, car, air, fresheners, febreze, car, air, fresheners",febreze,"Febreze Car Odor-Eliminating Air Freshener, Gain Moonlight Breeze, 2 Ct",https://i5.walmartimages.com/asr/a0e568ba-325e-47e3-883d-7782233f9f94_1.1f0f83d22df9b44c58f708ac798c8b79.jpeg | https://i5.walmartimages.com/asr/476f63fa-e3ab-427f-8b26-2e03e811a8a0_3.1993d44e5a87cd7c955eb00eb879fe36.jpeg | https://i5.walmartimages.com/asr/c91ebf76-37c1-4c23-b400-11298ba78725_3.7159fe097baf32c2bde569f9e410bdf8.jpeg | https://i5.walmartimages.com/asr/287158dc-7228-4b28-99c7-b96d0997ce4c_3.6476f94bf901d99d59e3368fed7b2dc6.jpeg | https://i5.walmartimages.com/asr/dcb72cac-02d4-43f0-9599-8a9f163f539f_3.1c9a948a264d4c36eeeecb072d51fdc9.jpeg | https://i5.walmartimages.com/asr/90516dac-475e-4b6e-811f-f9621433942d_3.193c384636d21886be984be65a96075a.jpeg | https://i5.walmartimages.com/asr/0c6b7227-4484-4222-bfef-76c84dcfc9a8_1.f0359bd8e42ed917a00c85c9c7044ded.jpeg | https://i5.walmartimages.com/asr/7fdd78a6-e36d-49f5-b38a-b3e9a3d98678_1.854a20a4befbdb394857e7081e8e0034.jpeg,"smelly, passengers, fast, food, can, take, car, odors, still, chase, around, town, kick, em, curb, febreze, car, vent, clips, eliminate, odors, trapped, car, minivan, ice, cream, truck, tiny, car, vent, air, fresheners, incredible, odor, blockers, odor, eliminators, remove, stinks, smells, built, longest, days, simply, push, vent, clip, firmly, hear, click, activate, fragrance, clip, onto, car, vent, drive, whole, days, freshen, ride, breathe, happy, matter, road, takes, want, rest, life, take, fresh, vibes, home, febreze, air, effects, air, fresheners, febreze, car, air, freshener, vent, clip, gain, moonlight, breeze, eliminates, car, odors, trapped, cars, fabric, air, vents, easy, push, vent, clip, hear, click, cleans, away, car, odors, days, keep, carpool, smelling, carcool, adjust, scent, intensity, way, low, high, take, peaceful, moonlit, stroll, sweet, lush, scent, gain, moonlight, breeze","household, essentials, air, fresheners, car, air, fresheners, febreze, car, air, fresheners, febreze, smelly, passengers, fast, food, can, take, car, odors, still, chase, around, town, kick, em, curb, febreze, car, vent, clips, eliminate, odors, trapped, car, minivan, ice, cream, truck, tiny, car, vent, air, fresheners, incredible, odor, blockers, odor, eliminators, remove, stinks, smells, built, longest, days, simply, push, vent, clip, firmly, hear, click, activate, fragrance, clip, onto, car, vent, drive, whole, days, freshen, ride, breathe, happy, matter, road, takes, want, rest, life, take, fresh, vibes, home, febreze, air, effects, air, fresheners, febreze, car, air, freshener, vent, clip, gain, moonlight, breeze, eliminates, car, odors, trapped, cars, fabric, air, vents, easy, push, vent, clip, hear, click, cleans, away, car, odors, days, keep, carpool, smelling, carcool, adjust, scent, intensity, way, low, high, take, peaceful, moonlit, stroll, sweet, lush, scent, gain, moonlight, breeze"
795795252.0,88.0,3.5,88.0,"beauty, makeup, nails",maybelline,Maybelline Color Show Blushed Nudes,https://i5.walmartimages.com/asr/d3badd1f-2eb8-43e9-b656-9dd339694024_1.e79eaa0c132aa361c96a7959bbf73e8d.jpeg | https://i5.walmartimages.com/asr/ba4f0732-9ed5-41c3-a5fe-6c42f89d73a2_1.9cdc03bac72360830bd5272e0319910e.jpeg,"nail, formaldehyde, dbp, toluene, provides, nail, color, straight, showsused, nail, care, shine, enhancing, use, toenails, nails, color, satin, color, medium, tones, color, taupe, capacity, travel, product, warning, applicable","beauty, makeup, nails, maybelline, nail, formaldehyde, dbp, toluene, provides, nail, color, straight, showsused, nail, care, shine, enhancing, use, toenails, nails, color, satin, color, medium, tones, color, taupe, capacity, travel, product, warning, applicable"
2.0,5725.0,0.0,0.0,"household, essentials, air, fresheners, spray, air, fresheners, trigger, spray, trigger, spray","eclectic, lady","Grapefruit and Sage Linen Spray (Double Strength), 8 ounces",https://i5.walmartimages.com/asr/2a998ce5-0985-41ca-a516-166a34c38a0f_1.73f14ed847eabae4875a7b5b32c16622.jpeg | https://i5.walmartimages.com/asr/5c1cdd46-2064-436c-b496-fa7f0d8c6ee7_1.c6c948e53ea7b9f40a5bafdce0b7dac2.jpeg,"spritz, linen, sprays, onto, sheets, linens, light, delicate, fragrance, grapefruit, sage, fresh, blend, ginger, orange, handmade, usa, spritz, linen, sprays, onto, sheets, linens, light, delicate, fragrance, preservative, free, dye, free","household, essentials, air, fresheners, spray, air, fresheners, trigger, spray, trigger, spray, eclectic, lady, spritz, linen, sprays, onto, sheets, linens, light, delicate, fragrance, grapefruit, sage, fresh, blend, ginger, orange, handmade, usa, spritz, linen, sprays, onto, sheets, linens, light, delicate, fragrance, preservative, free, dye, free"
34715.0,17.0,0.0,153.0,"health, vitamins, supplements, energy, support, supplements, energy, supplements","country, farms","(2 Pack) Country Farms Bountiful Beets, Wholefood Beet Extract Superfood,10.6 oz., 30 servings",https://i5.walmartimages.com/asr/44b9d52a-f31d-4a86-a2a5-1a2146d00fbd_1.7c0bfee957108f147c1b7e14afad1aa4.png | https://i5.walmartimages.com/asr/33d3ed50-8471-408a-bc25-b0e1918a80df_2.9edd982ca5a4735942122c96c11db721.jpeg | https://i5.walmartimages.com/asr/4234e3f7-8d01-44fd-99ee-394c9e45c25a_1.41584eaa70ca11be7d40622d20b156cf.jpeg | https://i5.walmartimages.com/asr/218f972f-20e2-468b-bbab-51628c351cca_1.17a120eef61fee29f26decd9bb7fe81f.jpeg | https://i5.walmartimages.com/asr/40057b86-a155-4bbb-b5ad-e1e94922978f_1.5b4b117648f9247412e3fb0441cbee58.jpeg | https://i5.walmartimages.com/asr/ca8e11c0-bab8-41d6-b777-3662c37f4f0b_1.58413e2b65f9df5fa5a2e9631c57c078.jpeg | https://i5.walmartimages.com/asr/39638847-9203-4e97-83bc-731f5cb358ef_1.169a4ac68dc6698794f6c790c2fa4b55.jpeg,"country, farms, bountiful, beets, wholefood, beet, extract, superfood, contains, benefits, circulation, superfood, along, abundance, essential, vitamins, minerals, reduce, inflammation, benefit, heart, brain, eye, health, promote, proper, digestion, boost, bodys, natural, production, nitric, oxide, also, helps, slow, effects, aging, promote, stamina, together, offers, natural, way, help, detox, body, heavy, metals, wastes, serving, rich, source, fiber, includes, servings, since, country, farms, served, trusted, source, wholesome, supplements, individuals, mission, always, create, premium, clean, formulas, designed, provide, balance, central, nutrition, health, vitality, supporting, overall, convenient, supplements, strive, inspire, quality, natural, health, choices, shows, products, burst, benefits, like, vitamins, minerals, protein, antioxidants, omegas, fiber, digestive, enzymes, supplements, offer, convenience, without, sacrifice, prepared, integrity, restore, daily, nutritional, levels, pure, promise, natures, finest, country, farms, powder, brings, power, pure, delicious, beets, life, promotes, natural, energy, endurance, supports, cardiovascular, health, activates, essential, nitric, oxide, maintain, heart, health, includes, dietary, fiber, vitamin, c, beet, juice, powder, beet, root, fiber, serving, equals, beets, grams, fiber, per, serving, vegan, includes, servings, suggested, add, scoop, beverage, choice","health, vitamins, supplements, energy, support, supplements, energy, supplements, country, farms, country, farms, bountiful, beets, wholefood, beet, extract, superfood, contains, benefits, circulation, superfood, along, abundance, essential, vitamins, minerals, reduce, inflammation, benefit, heart, brain, eye, health, promote, proper, digestion, boost, bodys, natural, production, nitric, oxide, also, helps, slow, effects, aging, promote, stamina, together, offers, natural, way, help, detox, body, heavy, metals, wastes, serving, rich, source, fiber, includes, servings, since, country, farms, served, trusted, source, wholesome, supplements, individuals, mission, always, create, premium, clean, formulas, designed, provide, balance, central, nutrition, health, vitality, supporting, overall, convenient, supplements, strive, inspire, quality, natural, health, choices, shows, products, burst, benefits, like, vitamins, minerals, protein, antioxidants, omegas, fiber, digestive, enzymes, supplements, offer, convenience, without, sacrifice, prepared, integrity, restore, daily, nutritional, levels, pure, promise, natures, finest, country, farms, powder, brings, power, pure, delicious, beets, life, promotes, natural, energy, endurance, supports, cardiovascular, health, activates, essential, nitric, oxide, maintain, heart, health, includes, dietary, fiber, vitamin, c, beet, juice, powder, beet, root, fiber, serving, equals, beets, grams, fiber, per, serving, vegan, includes, servings, suggested, add, scoop, beverage, choice"
9334330.0,97.0,0.0,2.0,"premium, beauty, premium, bath, body, premium, hand, soaps, sanitizers","farmstead, apothecary","Farmstead Apothecary Foaming Hand Soap, Raspberry Almond, 8.4 Oz",https://i5.walmartimages.com/asr/5c193d47-cbfa-4de0-b00c-fecd3ff4925f_1.319debd7d73ee2668ed16d166af30dde.jpeg | https://i5.walmartimages.com/asr/013b98d6-ce6e-4a38-8bb9-620f12d7fe1a_1.06dd8e304aafa1ad04cac732c8ce22f3.jpeg,,"premium, beauty, premium, bath, body, premium, hand, soaps, sanitizers, farmstead, apothecary"
60622.0,7.0,0.0,0.0,"personal, care, deodorants, antiperspirants",eve,Summers Eve Feminine Deodorant Spray Ultra Extra Strength 2 oz Each,https://i5.walmartimages.com/asr/61a2bbfb-388c-4d17-8a68-88b54f341fe1_1.428be65218ef4d589ac6c925cd8e564a.jpeg,"summers, eve, feminine, deodorant, spray, ultra, extra, strength, oz, eachcontrols, odor, gynecologist, tested, hypoallergenic","personal, care, deodorants, antiperspirants, eve, summers, eve, feminine, deodorant, spray, ultra, extra, strength, oz, eachcontrols, odor, gynecologist, tested, hypoallergenic"
292.0,78.0,4.3,117.0,"personal, care, bath, body, body, lotions, creams",nivea,"NIVEA Shea Daily Moisture Body Lotion, 33.8 fl. oz. Bottle",https://i5.walmartimages.com/asr/5709a1b1-19aa-4159-9192-2e329bfe43eb_1.df563ea595f1c27bf03f9028101b5996.jpeg | https://i5.walmartimages.com/asr/77c926a8-aec9-4365-a9b3-64ad5f285034_1.98aa400a3a9876213a139154f5e6ed43.jpeg | https://i5.walmartimages.com/asr/1ae2850d-1102-4e3c-94e7-03fb48724236_1.50095ac8e4cac8405c9f4dcf97142833.jpeg | https://i5.walmartimages.com/asr/4cb7126d-3675-4f46-ae65-a9a1050317eb_1.3ac2f897565e6aabf84f1a7acd575683.jpeg | https://i5.walmartimages.com/asr/13e107df-ee70-47fe-8bbd-b13e54e3a455_1.51d7f857978feedf4c5da6e30ab948f0.jpeg,"looking, long, lasting, soft, try, nivea, shea, daily, moisture, body, lotion, irresistibly, soft, skin, lightweight, formula, infused, deep, moisture, serum, locks, moisture, enriched, precious, shea, butter, supply, skin, long, lasting, intensive, moisture, formula, melts, gently, skin, leaving, silky, smooth, hours, just, application, skin, contains, moisture, deeper, layers, combination, high, quality, ingredients, nivea, shea, daily, moisture, body, lotion, nivea, deep, moisture, serum, penetrates, deeply, skin, locking, moisture, protecting, drying, formulated, dry, skin, smooth, body, lotion, body, daily, best, results, pair, nivea, body, wash, complete, skin, care, regimen, enriched, shea, butter, deep, moisture, serum, locks, moisture, hour, deep, nourishing, moisture, touchably, smooth, skin, one, application, lightweight, formula, melts, skin","personal, care, bath, body, body, lotions, creams, nivea, looking, long, lasting, soft, try, nivea, shea, daily, moisture, body, lotion, irresistibly, soft, skin, lightweight, formula, infused, deep, moisture, serum, locks, moisture, enriched, precious, shea, butter, supply, skin, long, lasting, intensive, moisture, formula, melts, gently, skin, leaving, silky, smooth, hours, just, application, skin, contains, moisture, deeper, layers, combination, high, quality, ingredients, nivea, shea, daily, moisture, body, lotion, nivea, deep, moisture, serum, penetrates, deeply, skin, locking, moisture, protecting, drying, formulated, dry, skin, smooth, body, lotion, body, daily, best, results, pair, nivea, body, wash, complete, skin, care, regimen, enriched, shea, butter, deep, moisture, serum, locks, moisture, hour, deep, nourishing, moisture, touchably, smooth, skin, one, application, lightweight, formula, melts, skin"
3.0,93.0,1.0,1.0,"sports, outdoors, exercise, fitness, yoga, yoga, mats","everyday, yoga",Everyday Yoga Mat 72 Inch 3mm (Coral),https://i5.walmartimages.com/asr/ac522b66-70e4-42a0-9834-3c771fbfa2ad.f3fd7bdbddf9606bcb6c9617e9703bd9.jpeg | https://i5.walmartimages.com/asr/98053371-f399-4114-8f43-262d5ed065d5.12b358f3edbbd61385c840a734b6d084.jpeg,"lightweight, yoga, mat, closed, cell, construction, free, phthalates, premium, material, mat, may, slippery, first, use, allow, one, week, use, break, mats, stickiness, mat, closed, cell, grip, sticky, use, pvc, free, phthalates, x, inch, lbs, spray, mat, natural, yoga, mat, cleanser, air, dry, flat, keep, mat, looking, smelling, fresh, recommended, clean, mat, week, normal, practice, every, practice, used, daily, hot, yoga, prevent, body, oil, build, never, fold, crease, mat, use, roll, mat, loosely, imported, everyday, yoga, mat, inch","sports, outdoors, exercise, fitness, yoga, yoga, mats, everyday, yoga, lightweight, yoga, mat, closed, cell, construction, free, phthalates, premium, material, mat, may, slippery, first, use, allow, one, week, use, break, mats, stickiness, mat, closed, cell, grip, sticky, use, pvc, free, phthalates, x, inch, lbs, spray, mat, natural, yoga, mat, cleanser, air, dry, flat, keep, mat, looking, smelling, fresh, recommended, clean, mat, week, normal, practice, every, practice, used, daily, hot, yoga, prevent, body, oil, build, never, fold, crease, mat, use, roll, mat, loosely, imported, everyday, yoga, mat, inch"
9.0,3.0,0.0,0.0,"premium, beauty, premium, hair, care, premium, styling, products, hair, styling, products",matrix,Matrix - Biolage - Fiberstrong Fortifying Cream - 6.7 Oz,https://i5.walmartimages.com/asr/e08ad533-4650-4685-af1b-3142192d2560_1.9742ba5481eda05eb24d0cedf2e4ddf3.jpeg | https://i5.walmartimages.com/asr/5245b88b-4a1d-4eb5-9a02-8d98d7655451_1.b5077e595030c2a65df51beba932cdfd.jpeg,,"premium, beauty, premium, hair, care, premium, styling, products, hair, styling, products, matrix"
3.0,6587271.0,3.4,9.0,"beauty, makeup, eye, makeup, eye, makeup, brands, l, girl, eye, makeup","l, girls","L.A. Girl Beauty Brick Eyeshadow Collection Palette, Nudes",https://i5.walmartimages.com/asr/0cc1c35e-f841-47a1-857a-79110ac5c894_1.3326b506cc96046a0022b8c3bae1145b.jpeg | https://i5.walmartimages.com/asr/ab562523-5778-4936-9480-a5874acf924c_1.08751931c3241167560f9fed12c56962.jpeg,"jazz, cosmetic, tool, kit, l, girl, beauty, brick, eyeshadow, collection, palette, offers, contemporary, range, letting, create, stunning, looks, whether, fashioning, smoky, eye, date, night, just, need, little, shimmer, office, l, girl, eyeshadow, palette, resource, collection, comes, luxurious, glossy, book, applicator, brush, mirror, shares, coordinated, make, contouring, simple, variety, options, l, eyeshadow, palette, include, nudes, brights, shimmers, mattes, making, easy, go, daytime, evening, look, also, look, lovely, skin, tones, collect, beauty, bricks, experience, complete, rainbow, possibilities, product, proudly, cruelty, free, l, girl, beauty, brick, eyeshadow, collection, luxurious, glossy, book, brush, mirror, inside, cruelty, free, l, girl, beauty, brick, eyeshadow, collection, luxurious, glossy, book, brush, mirror, inside, cruelty, free","beauty, makeup, eye, makeup, eye, makeup, brands, l, girl, eye, makeup, l, girls, jazz, cosmetic, tool, kit, l, girl, beauty, brick, eyeshadow, collection, palette, offers, contemporary, range, letting, create, stunning, looks, whether, fashioning, smoky, eye, date, night, just, need, little, shimmer, office, l, girl, eyeshadow, palette, resource, collection, comes, luxurious, glossy, book, applicator, brush, mirror, shares, coordinated, make, contouring, simple, variety, options, l, eyeshadow, palette, include, nudes, brights, shimmers, mattes, making, easy, go, daytime, evening, look, also, look, lovely, skin, tones, collect, beauty, bricks, experience, complete, rainbow, possibilities, product, proudly, cruelty, free, l, girl, beauty, brick, eyeshadow, collection, luxurious, glossy, book, brush, mirror, inside, cruelty, free, l, girl, beauty, brick, eyeshadow, collection, luxurious, glossy, book, brush, mirror, inside, cruelty, free"
0.0,81.0,0.0,0.0,"beauty, makeup, nails","unique, bargains",Unique Bargains 10 x DIY Faux Nail Fingernail Pure White for Ladies Woman,https://i5.walmartimages.com/asr/aab391f7-99da-46ec-9fe2-ec50ee343a6f_1.5b3116e8a2d8cdb69f6ac68ef0418f71.jpeg,"nail, adhesive, glue, included, every, sheet, included, main, color, size, x, x, overall, size, x, x, total, weight, package, content, sheet, x, faux, nail","beauty, makeup, nails, unique, bargains, nail, adhesive, glue, included, every, sheet, included, main, color, size, x, x, overall, size, x, x, total, weight, package, content, sheet, x, faux, nail"
